First Adjective English	First Adjective Swedish	First Adjective Gender Category	First Adjective Quality	First Adjective Translated Pronoun	Second Adjective English	Second Adjective Swedish	Second Adjective Gender Category	Second Adjective Quality	Second Adjective Translated Pronoun	Occupation English	Occupation Swedish	Occupation Gender Category	Occupation US Gender Category	Occupation Sweden Gender Category	Occupation Translated Pronoun	Combination Category	Two Adjectives and Occupation Translated Sentence	Two Adjectives and Occupation Pronoun
lovely	härlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is a lovely and barren bartender	Masculine
lovely	härlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a lovely and barren real estate agent	Masculine
lovely	härlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a lovely and rugged photographer	Masculine
lovely	härlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is a lovely and barren writer	Masculine
lovely	härlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	he is a lovely and tough journalist	Masculine
lovely	härlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	he is a lovely and barren chemist	Masculine
lovely	härlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is a lovely and austere cook	Feminine
lovely	härlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	he is a lovely and austere doctor	Masculine
lovely	härlig	Feminine	Positive	Feminine	barren	karg	Feminine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	he is a lovely and austere dentist	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	she is a lovely and sound lawyer	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a lovely and healthy postman	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a lovely and healthy civil engineer	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a lovely and healthy painter	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a lovely and healthy pilot	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a lovely and healthy policeman	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	she is a lovely and healthy plumber	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a lovely and healthy carpenter	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a lovely and healthy software developer	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	she is a lovely and healthy keeper of order	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a lovely and healthy pharmacist	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is a lovely and healthy dietitian	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is a lovely and healthy hairdresser	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a lovely and healthy cashier	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is a lovely and healthy teacher	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a lovely and healthy optician	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is a lovely and healthy psychologist	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is a lovely and healthy receptionist	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a lovely and healthy nurse	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is a lovely and healthy vet	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a lovely and healthy architect	Masculine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	she is a lovely and healthy bartender	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	she is a lovely and healthy real estate agent	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	she is a lovely and healthy photographer	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	she is a lovely and healthy writer	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	she is a lovely and healthy journalist	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	she is a lovely and healthy chemist	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is a lovely and healthy cook	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	she is a lovely and healthy doctor	Feminine
lovely	härlig	Feminine	Positive	Feminine	sound	sund	Masculine	Positive	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	she is a lovely and healthy dentist	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	lawyer	advokat	Male	Equal	Male	Feminine	FMF	he is a wonderful and righteous lawyer	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FMM	he is a lovely and righteous postman	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FMM	he is a lovely and righteous civil engineer	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	painter	målare	Male	Male	Male	Masculine	FMM	he is a lovely and righteous painter	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	aircraft pilot	pilot	Male	Male	Male	Masculine	FMM	he is a lovely and righteous pilot	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	police officer	polis	Male	Male	Male	Masculine	FMM	he is a lovely and righteous policeman	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	plumber	rörmokare	Male	Male	Male	Masculine	FMM	he is a lovely and righteous plumber	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	carpenter	snickare	Male	Male	Male	Masculine	FMM	he is a lovely and righteous carpenter	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FMM	he is a lovely and righteous software developer	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	security guard	ordningsvakt	Male	Male	Male	Masculine	FMM	he is a lovely and righteous keeper of order	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	pharmacist	apotekare	Female	Female	Equal	Masculine	FMM	she is a lovely and righteous apothecary	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	dietitian	dietist	Female	Female	Female	Feminine	FMF	she is a lovely and fair dietitian	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	hairdresser	frisör	Female	Female	Female	Feminine	FMF	she is a lovely and righteous hairdresser	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	cashier	kassapersonal	Female	Female	Female	Masculine	FMM	she is a lovely and fair cashier	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	teacher	lärare	Female	Female	Female	Feminine	FMF	she is a lovely and righteous teacher	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	optician	optiker	Female	Female	Female	Masculine	FMM	he is a lovely and righteous optician	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	psychologist	psykolog	Female	Female	Female	Feminine	FMF	he is a wonderful and righteous psychologist	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	receptionist	receptionist	Female	Female	Female	Feminine	FMF	she is a lovely and fair receptionist	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	nurse	sjuksköterska	Female	Female	Female	Feminine	FMF	she is a lovely and righteous nurse	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	veterinarian	veterinär	Female	Female	Female	Feminine	FMF	she is a lovely and righteous vet	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	architect	arkitekt	Equal	Equal	Male	Masculine	FMM	he is a glorious and righteous architect	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	bartender	bartender	Equal	Equal	Equal	Masculine	FMM	he is a lovely and righteous bartender	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FMM	he is a lovely and fair estate agent	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	FMM	he is a lovely and righteous photographer	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	author	författare	Equal	Equal	Female	Masculine	FMM	he is a wonderful and righteous writer	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	FMM	he is a wonderful and fair journalist	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	FMF	he is a lovely and righteous chemist	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	cook	kock	Equal	Equal	Equal	Feminine	FMF	she is a lovely and righteous cook	Feminine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	FMM	he is a wonderful and righteous doctor	Masculine
lovely	härlig	Feminine	Positive	Feminine	righteous	rättfärdig	Masculine	Positive	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	FMM	he is a wonderful and righteous dentist	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	lawyer	advokat	Male	Equal	Male	Feminine	FMF	he is a wonderful and unfair lawyer	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FMM	he is a lovely and unfair postman	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FMM	he is a wonderful and unfair civil engineer	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	painter	målare	Male	Male	Male	Masculine	FMM	he is a wonderful and unfair painter	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	aircraft pilot	pilot	Male	Male	Male	Masculine	FMM	he is a lovely and unfair pilot	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	police officer	polis	Male	Male	Male	Masculine	FMM	he is a wonderful and unfair police officer	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	plumber	rörmokare	Male	Male	Male	Masculine	FMM	he is a lovely and unfair plumber	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	carpenter	snickare	Male	Male	Male	Masculine	FMM	he is a lovely and unfair carpenter	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FMM	he is a wonderful and unfair software developer	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	security guard	ordningsvakt	Male	Male	Male	Masculine	FMM	he is a lovely and unfair law enforcement officer	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	pharmacist	apotekare	Female	Female	Equal	Masculine	FMM	she is a lovely and unfair pharmacist	Feminine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	dietitian	dietist	Female	Female	Female	Feminine	FMF	she is a wonderful and unfair dietitian	Feminine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	hairdresser	frisör	Female	Female	Female	Feminine	FMF	she is a lovely and unfair hairdresser	Feminine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	cashier	kassapersonal	Female	Female	Female	Masculine	FMM	she is a lovely and unfair checkout staff	Feminine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	teacher	lärare	Female	Female	Female	Feminine	FMF	he is a wonderful and unfair teacher	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	optician	optiker	Female	Female	Female	Masculine	FMM	he is a lovely and unfair optician	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	psychologist	psykolog	Female	Female	Female	Feminine	FMF	he is a wonderful and unfair psychologist	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	receptionist	receptionist	Female	Female	Female	Feminine	FMF	she is a lovely and unfair receptionist	Feminine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	nurse	sjuksköterska	Female	Female	Female	Feminine	FMF	she is a lovely and unfair nurse	Feminine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	veterinarian	veterinär	Female	Female	Female	Feminine	FMF	she is a lovely and unfair vet	Feminine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	architect	arkitekt	Equal	Equal	Male	Masculine	FMM	he is a glorious and unjust architect	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	bartender	bartender	Equal	Equal	Equal	Masculine	FMM	he is a lovely and unfair bartender	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FMM	he is a lovely and unfair real estate agent	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	photographer	fotograf	Equal	Male	Equal	Masculine	FMM	he is a wonderful and unfair photographer	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	author	författare	Equal	Equal	Female	Masculine	FMM	he is a wonderful and unfair writer	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	journalist	journalist	Equal	Equal	Equal	Masculine	FMM	he is a wonderful and unfair journalist	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	chemist	kemist	Equal	Equal	Male	Feminine	FMF	he is a lovely and unfair chemist	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	cook	kock	Equal	Equal	Equal	Feminine	FMF	she is a lovely and unfair cook	Feminine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	physician	läkare	Equal	Equal	Equal	Masculine	FMM	he is a wonderful and unfair doctor	Masculine
lovely	härlig	Feminine	Positive	Feminine	unjust	orättvis	Masculine	Negative	Masculine	dentist	tandläkare	Equal	Female	Male	Masculine	FMM	he is a lovely and unfair dentist	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	she is a lovely and brutal lawyer	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	he is a lovely and brutal postman	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a lovely and brutal civil engineer	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is a beautiful and brutal painter	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a lovely and brutal pilot	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a beautiful and brutal police officer	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	he is a lovely and brutal plumber	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is a lovely and brutal carpenter	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	he is a lovely and brutal software developer	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	he is a lovely and brutal law enforcement officer	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a lovely and brutal pharmacist	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is a lovely and brutal dietitian	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is a lovely and brutal hairdresser	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a lovely and brutal checkout staff	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is a lovely and brutal teacher	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is a lovely and brutal optician	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is a lovely and brutal psychologist	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is a lovely and brutal receptionist	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is a lovely and brutal nurse	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	veterinarian	veterinär	Female	Female	Female	Feminine	FFF	she is a lovely and brutal vet	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	architect	arkitekt	Equal	Equal	Male	Masculine	FFM	he is a beautiful and brutal architect	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	bartender	bartender	Equal	Equal	Equal	Masculine	FFM	he is a lovely and brutal bartender	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	real estate broker	fastighetsmäklare	Equal	Equal	Equal	Masculine	FFM	he is a lovely and brutal real estate agent	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	photographer	fotograf	Equal	Male	Equal	Masculine	FFM	he is a beautiful and brutal photographer	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	author	författare	Equal	Equal	Female	Masculine	FFM	he is a wonderful and brutal writer	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	journalist	journalist	Equal	Equal	Equal	Masculine	FFM	he is a wonderful and brutal journalist	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	chemist	kemist	Equal	Equal	Male	Feminine	FFF	he is a lovely and brutal chemist	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	cook	kock	Equal	Equal	Equal	Feminine	FFF	she is a lovely and brutal cook	Feminine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	physician	läkare	Equal	Equal	Equal	Masculine	FFM	he is a lovely and brutal doctor	Masculine
lovely	härlig	Feminine	Positive	Feminine	brutal	brutal	Masculine	Negative	Feminine	dentist	tandläkare	Equal	Female	Male	Masculine	FFM	he is a lovely and brutal dentist	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	lawyer	advokat	Male	Equal	Male	Feminine	FFF	she is a battered and beautiful lawyer	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	postal service mail carrier	brevbärare	Male	Male	Equal	Masculine	FFM	she is a battered and beautiful postman	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	civil engineer	civilingenjör	Male	Male	Male	Masculine	FFM	he is a battered and beautiful civil engineer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	painter	målare	Male	Male	Male	Masculine	FFM	he is an abused and beautiful painter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	aircraft pilot	pilot	Male	Male	Male	Masculine	FFM	he is a battered and beautiful pilot	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	police officer	polis	Male	Male	Male	Masculine	FFM	he is a battered and beautiful police officer	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	plumber	rörmokare	Male	Male	Male	Masculine	FFM	she is a battered and beautiful plumber	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	carpenter	snickare	Male	Male	Male	Masculine	FFM	he is an abused and beautiful carpenter	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	software developer	mjukvaruutvecklare	Male	Male	Male	Masculine	FFM	she is a battered and beautiful software developer	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	security guard	ordningsvakt	Male	Male	Male	Masculine	FFM	she is a battered and beautiful security guard	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	pharmacist	apotekare	Female	Female	Equal	Masculine	FFM	she is a battered and beautiful pharmacist	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	dietitian	dietist	Female	Female	Female	Feminine	FFF	she is a battered and beautiful dietitian	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	hairdresser	frisör	Female	Female	Female	Feminine	FFF	she is an abused and beautiful hairdresser	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	cashier	kassapersonal	Female	Female	Female	Masculine	FFM	she is a battered and beautiful cashier	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	teacher	lärare	Female	Female	Female	Feminine	FFF	she is an abused and beautiful teacher	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	optician	optiker	Female	Female	Female	Masculine	FFM	he is an abused and beautiful optician	Masculine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	psychologist	psykolog	Female	Female	Female	Feminine	FFF	she is an abused and beautiful psychologist	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	receptionist	receptionist	Female	Female	Female	Feminine	FFF	she is an abused and beautiful receptionist	Feminine
battered	misshandlad	Feminine	Negative	Feminine	beautiful	vacker	Feminine	Positive	Feminine	nurse	sjuksköterska	Female	Female	Female	Feminine	FFF	she is an abused and beautiful nurse	Feminine
